Company,Origin,Ref,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,Latitude,Longitude
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3, ,"Trinidad, Tobago",41.87194,12.56738
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3, ,Venezuela,41.87194,12.56738
Guido Castagna,Blend,355,2009,64%,Italy,3.25, ,"Ven, Trinidad, Ecuador",41.87194,12.56738
Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75, , ,37.09024,-95.712891
Guittard,Haiti,1053,2013,65%,U.S.A.,2.75, ,Haiti,37.09024,-95.712891
Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75, ,Nicaragua,37.09024,-95.712891
Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25,Trinitario,Jamaica,37.09024,-95.712891
Guittard,Ecuador,1053,2013,65%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75, , ,37.09024,-95.712891
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25, , ,37.09024,-95.712891
Guittard,Onyx,654,2011,72%,U.S.A.,3.25, , ,37.09024,-95.712891
Guittard,Trinidad,552,2010,65%,U.S.A.,3,Trinitario,Trinidad,37.09024,-95.712891
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3, ,Hawaii,37.09024,-95.712891
Guittard,Nocturne,387,2009,91%,U.S.A.,3, , ,37.09024,-95.712891
Guittard,Complexite,387,2009,70%,U.S.A.,3.5,Blend, ,37.09024,-95.712891
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3, ,Peru,37.09024,-95.712891
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3, , ,37.09024,-95.712891
Guittard,Ocumare,276,2008,65%,U.S.A.,3.5, ,Venezuela,37.09024,-95.712891
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.5,Blend, ,37.09024,-95.712891
Guittard,Chucuri,15,2006,65%,U.S.A.,3,Trinitario,Colombia,37.09024,-95.712891
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,37.09024,-95.712891
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.5,"Criollo, +",Madagascar,37.09024,-95.712891
Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3.5,Forastero (Arriba),Ecuador,37.09024,-95.712891
Guittard,Tsaranta,93,2006,61%,U.S.A.,3.5,Blend, ,37.09024,-95.712891
Guittard,Semisweet,99,2006,61%,U.S.A.,3,Blend, ,37.09024,-95.712891
Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75, ,Papua New Guinea,56.130366,-106.346771
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75, , ,56.130366,-106.346771
Habitual,Dominican Republic,1197,2014,75%,Canada,3.25, ,Dominican Republic,56.130366,-106.346771
Habitual,Trinitario,1197,2014,70%,Canada,3.5,Trinitario, ,56.130366,-106.346771
Habitual,Downtown London,1201,2014,65%,Canada,2.75, , ,56.130366,-106.346771
Habitual,Africa meets Latina,1201,2014,70%,Canada,3, , ,56.130366,-106.346771
Habitual,Amazonas,1201,2014,80%,Canada,3, , ,56.130366,-106.346771
Habitual,Sharkey,1201,2014,66%,Canada,3.25, ,Hawaii,56.130366,-106.346771
Habitual,one hundred,1205,2014,100%,Canada,2, , ,56.130366,-106.346771
Hachez,Arriba,166,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador,51.165691,10.451526
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Trinitario,Ecuador,-1.831239,-78.18340599999999
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3,Trinitario,Ecuador,-1.831239,-78.18340599999999
Haigh,South America and Africa,701,2011,70%,Australia,3, ,"South America, Africa",-25.274398,133.775136
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25, ,Brazil,37.09024,-95.712891
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3, ,Brazil,37.09024,-95.712891
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.5, ,Brazil,37.09024,-95.712891
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.5, ,Brazil,37.09024,-95.712891
Heilemann,Peru,1876,2016,64%,Germany,2.75, ,Peru,51.165691,10.451526
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize,37.09024,-95.712891
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica,37.09024,-95.712891
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia,37.09024,-95.712891
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3,Beniano,Bolivia,37.09024,-95.712891
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador,37.09024,-95.712891
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75, ,Hawaii,37.09024,-95.712891
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.5, ,Hawaii,37.09024,-95.712891
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5,EET,Ecuador,37.09024,-95.712891
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5,EET,Ecuador,37.09024,-95.712891
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia,37.09024,-95.712891
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4,Beniano,Bolivia,37.09024,-95.712891
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda,37.09024,-95.712891
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Criollo,Venezuela,37.09024,-95.712891
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75, ,Tanzania,37.09024,-95.712891
hexx,Madagascar,1546,2015,74%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
hexx,Venezuela,1546,2015,70%,U.S.A.,3, ,Venezuela,37.09024,-95.712891
hexx,Ecuador,1550,2015,73%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
hexx,Peru,1550,2015,70%,U.S.A.,3.25, ,Peru,37.09024,-95.712891
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Trinitario,Madagascar,-40.900557,174.885971
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela,-40.900557,174.885971
Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Trinitario,Domincan Republic,-40.900557,174.885971
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.5,Criollo,Peru,-40.900557,174.885971
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.18340599999999
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.18340599999999
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.18340599999999
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.18340599999999
Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.18340599999999
Holy Cacao,Maranon,1872,2016,70%,Israel,2.75, ,Peru,31.046051,34.851612
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3.5, ,Ecuador,31.046051,34.851612
Holy Cacao,Sambirano,1466,2015,70%,Israel,3.5,Trinitario,Madagascar,31.046051,34.851612
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.5,Trinitario,Trinidad,31.046051,34.851612
Holy Cacao,Mara,1466,2015,70%,Israel,3.5, ,Venezuela,31.046051,34.851612
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.5, ,Ivory Coast,31.046051,34.851612
Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75, ,Dominican Republic,31.046051,34.851612
Holy Cacao,San Martin,431,2009,70%,Israel,3.5, ,Peru,31.046051,34.851612
Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75, ,Dominican Republic,31.046051,34.851612
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.5, ,Ecuador,-30.559482,22.937506
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75, ,St. Lucia,55.378051,-3.435973
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4,Trinitario,St. Lucia,55.378051,-3.435973
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3,Trinitario,Trinidad,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.5,Trinitario,Vietnam,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3,Forastero (Nacional),Ecuador,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3,Trinitario,Madagascar,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3.5,Forastero (Nacional),Ecuador,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75, ,Peru,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,2.75, ,Dominican Republic,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3.5,"Trinitario, Criollo",Madagascar,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3,Forastero (Nacional),Ecuador,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3,Trinitario,St. Lucia,55.378051,-3.435973
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75, ,Ecuador,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3, ,Dominican Republic,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela,55.378051,-3.435973
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3, ,St. Lucia,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75, ,Tanzania,55.378051,-3.435973
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3,Forastero,Sao Tome,55.378051,-3.435973
Hummingbird,Lam Dong,1542,2015,70%,Canada,3.5,Trinitario,Vietnam,56.130366,-106.346771
Hummingbird,Bolivia,1307,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia,56.130366,-106.346771
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia,56.130366,-106.346771
Hummingbird,Momotombo,1311,2014,70%,Canada,3,Trinitario,Nicaragua,56.130366,-106.346771
Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Trinitario,Dominican Republic,56.130366,-106.346771
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3.5, ,Dominican Republic,56.130366,-106.346771
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela,56.130366,-106.346771
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela,56.130366,-106.346771
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75, ,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4,Trinitario,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4,Criollo,Venezuela,46.818188,8.227511999999999
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4, ,Venezuela,46.818188,8.227511999999999
Indah,India (south),1788,2016,61%,India,2.5, ,India,20.593684,78.96288
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Indi,Honduras,1255,2014,77%,U.S.A.,3, ,Honduras,37.09024,-95.712891
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru,56.49067119999999,-4.2026458
iQ Chocolate,black label,943,2012,72%,Scotland,3, ,Peru,56.49067119999999,-4.2026458
Isidro,Madagascar,1275,2014,72%,U.S.A.,3.5,Trinitario,Madagascar,37.09024,-95.712891
Isidro,Peru,1279,2014,72%,U.S.A.,2.25, ,Peru,37.09024,-95.712891
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.5,Trinitario,Belize,37.09024,-95.712891
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2,Trinitario,Ghana,37.09024,-95.712891
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar,49.81749199999999,15.472962
Just Good Chocolate,Belize,1375,2014,70%,U.S.A.,3.5,Trinitario,Belize,37.09024,-95.712891
Just Good Chocolate,Madagascar,1375,2014,70%,U.S.A.,3.5,Trinitario,Madagascar,37.09024,-95.712891
Just Good Chocolate,Peru,1375,2014,70%,U.S.A.,4, ,Peru,37.09024,-95.712891
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Domincan Republic,3.5, ,Dominican Republic,18.735693,-70.162651
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3, ,Dominican Republic,18.735693,-70.162651
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3.25, ,Dominican Republic,18.735693,-70.162651
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3.25, ,Dominican Republic,18.735693,-70.162651
Kakao,Peru,837,2012,64%,Germany,2.5, ,Peru,51.165691,10.451526
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu,51.165691,10.451526
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.5, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5, ,Ecuador,-1.831239,-78.18340599999999
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3, ,Ecuador,-1.831239,-78.18340599999999
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75, , ,46.227638,2.213749
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75, ,Ecuador,46.227638,2.213749
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2, ,Mexico,23.634501,-102.552784
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3,Trinitario,Dominican Republic,37.09024,-95.712891
Kto,San Martin,1422,2014,72%,U.S.A.,2.5, ,Peru,37.09024,-95.712891
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Kto,Belize,1422,2014,72%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar,37.09024,-95.712891
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Kto,ROIG,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25, ,Haiti,37.09024,-95.712891
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru,37.09024,-95.712891
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75, ,Ecuador,37.09024,-95.712891
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil,37.09024,-95.712891
Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Forastero,Uganda,37.09024,-95.712891
Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5, ,Ecuador,37.09024,-95.712891
Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25, ,Peru,37.09024,-95.712891
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4, ,Brazil,37.09024,-95.712891
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,37.09024,-95.712891
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75, ,Ecuador,37.09024,-95.712891
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada,37.09024,-95.712891
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3, ,Venezuela,37.09024,-95.712891
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Trinitario,Madagascar,37.09024,-95.712891
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3, ,Bolivia,37.09024,-95.712891
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru,36.204824,138.252924
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru,36.204824,138.252924
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3,Criollo,Peru,36.204824,138.252924
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3,"Trinitario, Criollo",Belize,36.204824,138.252924
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75, ,"Africa, Carribean, C. Am.",46.227638,2.213749
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago,46.227638,2.213749
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25, ,Ecuador,46.227638,2.213749
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5, ,Dominican Republic,46.227638,2.213749
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Trinitario,Grenada,46.227638,2.213749
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana,46.227638,2.213749
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela,46.227638,2.213749
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3, , ,46.227638,2.213749
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75, , ,46.227638,2.213749
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad.",46.227638,2.213749
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5, ,Peru,-9.189967,-75.015152
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25, ,Ecuador,-1.831239,-78.18340599999999
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar,46.227638,2.213749
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam,46.227638,2.213749
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3, ,Cuba,46.227638,2.213749
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25, ,Peru,46.227638,2.213749
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3, ,Ivory Coast,46.227638,2.213749
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome,46.227638,2.213749
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25, ,Brazil,46.227638,2.213749
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,46.227638,2.213749
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75, ,Cuba,46.227638,2.213749
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad-Tobago,46.227638,2.213749
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil,-14.235004,-51.92528
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5, ,Tanzania,37.09024,-95.712891
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua,37.09024,-95.712891
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,37.09024,-95.712891
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,37.09024,-95.712891
L'Amourette,Blend,853,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela",37.09024,-95.712891
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5, ,Honduras,37.09024,-95.712891
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25, ,Belize,37.09024,-95.712891
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25, ,Liberia,37.09024,-95.712891
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25, ,Bolivia,37.09024,-95.712891
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,37.09024,-95.712891
Letterpress,San Andres,1566,2015,70%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25, ,Domincan Republic,37.09024,-95.712891
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5, ,Tanzania,37.09024,-95.712891
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar,61.92410999999999,25.7481511
Lilla,Madagascar,1856,2016,70%,Finland,3,Trinitario,Madagascar,61.92410999999999,25.7481511
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru,37.09024,-95.712891
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia,37.09024,-95.712891
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75, ,Peru,37.09024,-95.712891
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,"Venezuela, Dom. Rep.",37.09024,-95.712891
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia,37.09024,-95.712891
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3, , ,46.818188,8.227511999999999
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5, ,Puerto Rico,18.220833,-66.590149
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75, ,Hawaii,37.09024,-95.712891
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25, ,Hawaii,37.09024,-95.712891
